ID объекта;Район;Тип планировки;Количество комнат;Первый/Последний этаж;Общая площадь (м2);Жилая площадь (м2);Площадь кухни (м2);Наличие агенства;Состояние;Стоимость (т.руб.)
521;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ИСТИНА;3;1800
522;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;87;52;14;ЛОЖЬ;5;3050
531;Ленинский;сталинка;3;ЛОЖЬ;83;53;9;ИСТИНА;3;2200
533;Ленинский;сталинка;3;ИСТИНА;80;50;9;ЛОЖЬ;3;2250
535;Правобережный;Улучшенная;3;ИСТИНА;68;40;9;ЛОЖЬ;3;1850
540;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ИСТИНА;5;2100
543;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;42;8;ЛОЖЬ;3;1850
546;Правобережный;Нестандартная;3;ЛОЖЬ;69;40;9;ЛОЖЬ;3;1890
547;Ленинский;хрущевка;3;ЛОЖЬ;55;42;6;ЛОЖЬ;3;1530
549;Ленинский;сталинка;3;ИСТИНА;79;50;9;ЛОЖЬ;3;2600
550;Ленинский;сталинка;3;ИСТИНА;78;0;9;ИСТИНА;3;2300
551;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;8;ЛОЖЬ;5;2450
552;Орджоникидзевский;брежневка;3;ЛОЖЬ;62;45;6;ЛОЖЬ;4;1730
553;Ленинский;Нестандартная;3;ИСТИНА;70;49;9;ЛОЖЬ;3;2600
554;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;42;9;ИСТИНА;4;1700
562;Ленинский;сталинка;3;ЛОЖЬ;76;53;9;ЛОЖЬ;3;2500
566;Ленинский;сталинка;3;ИСТИНА;86;56;12;ИСТИНА;4;2350
574;Правобережный;Улучшенная;3;ЛОЖЬ;69;43;9;ЛОЖЬ;4;2480
577;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1790
578;Ленинский;сталинка;3;ЛОЖЬ;90;59;10;ЛОЖЬ;4;3000
579;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;5;1980
581;Ленинский;сталинка;3;ЛОЖЬ;78;46;12;ЛОЖЬ;4;2200
583;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;65;40;10;ЛОЖЬ;4;1930
584;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;48;9;ЛОЖЬ;4;1820
590;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;3;1850
600;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;100;70;12;ИСТИНА;4;4050
602;Правобережный;брежневка;3;ИСТИНА;51;32;6;ИСТИНА;3;1500
606;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;42;9;ИСТИНА;4;1720
607;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;42;8;ЛОЖЬ;3;1800
609;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ИСТИНА;4;1700
627;Ленинский;хрущевка;3;ЛОЖЬ;55;42;6;ЛОЖЬ;3;1530
628;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;3;1870
632;Орджоникидзевский;свердловский вариант;3;ИСТИНА;63;39;9;ЛОЖЬ;4;1850
633;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;2000
637;Ленинский;сталинка;3;ЛОЖЬ;91;61;7;ИСТИНА;2;2600
640;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;92;50;12;ЛОЖЬ;5;2500
642;Орджоникидзевский;брежневка;3;ЛОЖЬ;62;45;6;ЛОЖЬ;4;1780
646;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ЛОЖЬ;4;1780
659;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;73;52;13;ИСТИНА;4;2050
660;Правобережный;Улучшенная;3;ЛОЖЬ;68;40;9;ЛОЖЬ;3;1880
662;Ленинский;сталинка;3;ИСТИНА;72;46;9;ЛОЖЬ;3;1930
665;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;4;1880
671;Орджоникидзевский;брежневка;3;ЛОЖЬ;65;45;6;ЛОЖЬ;4;1800
674;Правобережный;Улучшенная;3;ЛОЖЬ;65;45;9;ИСТИНА;5;2100
675;Правобережный;брежневка;3;ИСТИНА;65;49;6;ЛОЖЬ;3;1700
676;Ленинский;сталинка;3;ЛОЖЬ;68;45;9;ЛОЖЬ;3;1550
679;Правобережный;Улучшенная;3;ЛОЖЬ;65;42;9;ИСТИНА;4;1900
680;Орджоникидзевский;Нестандартная;3;ИСТИНА;65;42;8;ИСТИНА;4;1930
683;Ленинский;сталинка;3;ЛОЖЬ;76;53;9;ЛОЖЬ;3;2500
684;Ленинский;сталинка;3;ИСТИНА;75;50;9;ЛОЖЬ;3;2100
690;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;69;43;9;ИСТИНА;4;1880
696;Правобережный;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;5;2100
699;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1850
704;Ленинский;сталинка;3;ИСТИНА;81;52;14;ЛОЖЬ;4;2700
711;Ленинский;сталинка;3;ИСТИНА;88;55;10;ИСТИНА;4;2600
713;Правобережный;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;3;1850
716;Ленинский;сталинка;3;ЛОЖЬ;71;54;8;ЛОЖЬ;5;1220
720;Ленинский;сталинка;3;ЛОЖЬ;103;67;11;ЛОЖЬ;3;3650
725;Орджоникидзевский;брежневка;3;ЛОЖЬ;62;45;6;ЛОЖЬ;5;1850
728;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;67;44;9;ИСТИНА;4;2150
729;Ленинский;сталинка;3;ИСТИНА;75;42;10;ЛОЖЬ;3;1420
732;Орджоникидзевский;Нестандартная;3;ИСТИНА;102;70;16;ИСТИНА;4;2580
734;Правобережный;Улучшенная;3;ЛОЖЬ;68;47;10;ЛОЖЬ;4;2100
735;Ленинский;хрущевка;3;ЛОЖЬ;55;42;6;ЛОЖЬ;3;1530
737;Ленинский;сталинка;3;ИСТИНА;91;61;7;ИСТИНА;2;2600
738;Правобережный;Улучшенная;3;ИСТИНА;66;43;7;ЛОЖЬ;3;1840
741;Орджоникидзевский;Улучшенная;3;ИСТИНА;70;42;13;ИСТИНА;3;1960
743;Правобережный;брежневка;3;ИСТИНА;62;45;7;ИСТИНА;3;1590
746;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;45;9;ЛОЖЬ;4;1850
748;Орджоникидзевский;брежневка;3;ИСТИНА;62;41;6;ИСТИНА;4;1600
749;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;64;42;9;ИСТИНА;4;2200
750;Ленинский;свердловский вариант;3;ИСТИНА;58;36;7;ЛОЖЬ;4;1690
753;Ленинский;сталинка;3;ИСТИНА;71;54;8;ЛОЖЬ;3;1250
758;Правобережный;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;5;2100
759;Ленинский;сталинка;3;ИСТИНА;71;55;8;ЛОЖЬ;5;1220
760;Правобережный;брежневка;3;ИСТИНА;61;45;6;ЛОЖЬ;2;1650
761;Орджоникидзевский;свердловский вариант;3;ЛОЖЬ;67;43;9;ЛОЖЬ;3;1900
762;Ленинский;Нестандартная;3;ЛОЖЬ;87;57;10;ЛОЖЬ;3;2300
763;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;3;1790
764;Правобережный;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;5;2100
767;Правобережный;хрущевка;3;ЛОЖЬ;56;38;5;ЛОЖЬ;3;1700
771;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;43;9;ИСТИНА;3;1730
772;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;44;8;ЛОЖЬ;4;1800
776;Ленинский;Улучшенная;3;ЛОЖЬ;60;38;8;ЛОЖЬ;4;1600
779;Правобережный;Улучшенная;3;ИСТИНА;66;43;7;ЛОЖЬ;3;1840
780;Орджоникидзевский;Нестандартная;3;ИСТИНА;100;70;14;ЛОЖЬ;3;2645
782;Орджоникидзевский;брежневка;3;ЛОЖЬ;50;37;6;ЛОЖЬ;4;1630
786;Орджоникидзевский;Улучшенная;3;ИСТИНА;63;41;9;ИСТИНА;2;1700
787;Правобережный;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;4;2570
791;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;85;65;11;ЛОЖЬ;3;2330
792;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;3;1850
793;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ИСТИНА;5;1980
798;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;65;40;10;ЛОЖЬ;4;1930
799;Ленинский;хрущевка;3;ЛОЖЬ;56;40;6;ИСТИНА;2;1390
800;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ИСТИНА;4;1700
803;Правобережный;Улучшенная;3;ИСТИНА;66;43;7;ЛОЖЬ;3;1840
805;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;69;43;9;ИСТИНА;3;2000
815;Ленинский;сталинка;3;ИСТИНА;71;56;8;ЛОЖЬ;3;1950
816;Ленинский;сталинка;3;ЛОЖЬ;70;41;9;ЛОЖЬ;5;2480
818;Ленинский;сталинка;3;ЛОЖЬ;103;67;11;ЛОЖЬ;3;3650
820;Ленинский;сталинка;3;ЛОЖЬ;79;54;9;ЛОЖЬ;3;2500
825;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;105;68;12;ЛОЖЬ;4;2730
826;Ленинский;сталинка;3;ИСТИНА;67;47;8;ЛОЖЬ;3;1300
828;Правобережный;Улучшенная;3;ЛОЖЬ;66;43;9;ЛОЖЬ;5;2100
830;Ленинский;Улучшенная;3;ЛОЖЬ;70;48;8;ЛОЖЬ;3;1600
833;Орджоникидзевский;брежневка;3;ИСТИНА;60;39;6;ЛОЖЬ;4;1600
836;Ленинский;сталинка;3;ЛОЖЬ;84;54;9;ЛОЖЬ;5;2550
837;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;3;1850
842;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;87;52;12;ЛОЖЬ;5;3220
846;Орджоникидзевский;брежневка;3;ИСТИНА;62;41;6;ИСТИНА;4;1600
847;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ЛОЖЬ;4;2200
849;Ленинский;сталинка;3;ИСТИНА;68;45;9;ЛОЖЬ;3;1550
852;Орджоникидзевский;Улучшенная;3;ИСТИНА;62;37;9;ЛОЖЬ;4;1870
855;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;40;9;ЛОЖЬ;5;1980
857;Орджоникидзевский;Улучшенная;3;ИСТИНА;67;42;9;ЛОЖЬ;3;1830
858;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;5;2050
860;Ленинский;Нестандартная;3;ЛОЖЬ;87;57;10;ЛОЖЬ;3;2300
861;Ленинский;Нестандартная;3;ЛОЖЬ;102;67;9;ЛОЖЬ;4;3100
862;Ленинский;сталинка;3;ИСТИНА;86;56;12;ИСТИНА;4;2350
865;Ленинский;сталинка;3;ЛОЖЬ;67;49;6;ЛОЖЬ;3;1250
871;Ленинский;сталинка;3;ЛОЖЬ;94;64;10;ЛОЖЬ;4;3300
873;Правобережный;Улучшенная;3;ЛОЖЬ;65;43;8;ЛОЖЬ;3;2370
874;Орджоникидзевский;Нестандартная;3;ИСТИНА;92;51;11;ЛОЖЬ;4;2580
876;Ленинский;сталинка;3;ИСТИНА;65;43;7;ЛОЖЬ;3;1420
877;Правобережный;Улучшенная;3;ЛОЖЬ;69;43;9;ЛОЖЬ;4;2480
878;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;103;67;18;ИСТИНА;4;2800
883;Правобережный;брежневка;3;ИСТИНА;53;35;8;ИСТИНА;3;1550
885;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;2;1850
892;Ленинский;Нестандартная;3;ЛОЖЬ;87;57;10;ЛОЖЬ;4;2300
893;Орджоникидзевский;брежневка;3;ИСТИНА;50;34;6;ЛОЖЬ;4;1680
898;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ЛОЖЬ;2;1850
901;Правобережный;брежневка;3;ИСТИНА;65;49;6;ЛОЖЬ;4;1700
903;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1750
907;Ленинский;Улучшенная;3;ЛОЖЬ;74;49;9;ЛОЖЬ;3;1800
911;Правобережный;брежневка;3;ИСТИНА;52;38;7;ЛОЖЬ;3;1550
914;Ленинский;сталинка;3;ЛОЖЬ;60;40;6;ЛОЖЬ;3;1050
915;Орджоникидзевский;Улучшенная;3;ИСТИНА;87;53;13;ИСТИНА;5;3400
917;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;4;1850
923;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;4;1800
925;Ленинский;Нестандартная;3;ЛОЖЬ;76;45;9;ЛОЖЬ;4;1800
934;Правобережный;Улучшенная;3;ЛОЖЬ;68;47;10;ЛОЖЬ;4;2100
937;Орджоникидзевский;Улучшенная;3;ИСТИНА;67;41;8;ИСТИНА;4;2030
941;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;44;8;ЛОЖЬ;4;1800
942;Ленинский;сталинка;3;ИСТИНА;84;65;11;ЛОЖЬ;4;2350
946;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;5;2000
950;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;4;2000
954;Правобережный;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;4;2570
957;Правобережный;Улучшенная;3;ЛОЖЬ;68;47;10;ЛОЖЬ;3;2100
962;Ленинский;сталинка;3;ИСТИНА;65;41;7;ИСТИНА;3;2000
969;Правобережный;хрущевка;3;ЛОЖЬ;57;41;7;ИСТИНА;3;1510
970;Ленинский;сталинка;3;ИСТИНА;71;48;10;ИСТИНА;5;1560
971;Правобережный;брежневка;3;ЛОЖЬ;52;36;7;ЛОЖЬ;3;1600
987;Ленинский;сталинка;3;ИСТИНА;70;50;6;ЛОЖЬ;5;1600
990;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;42;9;ИСТИНА;4;2150
992;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;42;9;ИСТИНА;3;1800
993;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;44;8;ЛОЖЬ;5;2500
998;Ленинский;брежневка;3;ИСТИНА;61;45;7;ЛОЖЬ;4;1660
1004;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;3;1850
1006;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;62;49;9;ЛОЖЬ;3;1950
1007;Орджоникидзевский;Улучшенная;3;ИСТИНА;62;37;9;ЛОЖЬ;4;1900
1011;Ленинский;сталинка;3;ИСТИНА;67;40;9;ЛОЖЬ;3;1930
1014;Правобережный;брежневка;3;ЛОЖЬ;64;48;6;ИСТИНА;4;1750
1015;Орджоникидзевский;брежневка;3;ИСТИНА;51;36;6;ИСТИНА;3;1250
1017;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;42;9;ЛОЖЬ;4;1850
1024;Ленинский;сталинка;3;ЛОЖЬ;75;52;9;ИСТИНА;4;2600
1025;Правобережный;брежневка;3;ЛОЖЬ;51;32;6;ЛОЖЬ;3;1500
1027;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;41;9;ИСТИНА;3;1850
1029;Ленинский;сталинка;3;ЛОЖЬ;70;46;10;ИСТИНА;3;2200
1030;Правобережный;хрущевка;3;ЛОЖЬ;57;38;6;ИСТИНА;3;1500
1035;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;48;8;ИСТИНА;3;1800
1036;Ленинский;сталинка;3;ИСТИНА;71;48;10;ИСТИНА;5;1560
1046;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;42;9;ЛОЖЬ;4;1720
1049;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1780
1050;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;5;1900
1052;Ленинский;Нестандартная;3;ИСТИНА;70;49;9;ЛОЖЬ;3;2600
1053;Ленинский;сталинка;3;ЛОЖЬ;76;48;8;ЛОЖЬ;4;2600
1057;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;3;1850
1060;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1850
1073;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;73;45;10;ИСТИНА;3;1850
1078;Орджоникидзевский;свердловский вариант;3;ИСТИНА;68;45;9;ЛОЖЬ;4;1850
1079;Ленинский;сталинка;3;ЛОЖЬ;76;49;8;ЛОЖЬ;4;2180
1084;Ленинский;сталинка;3;ИСТИНА;76;54;9;ЛОЖЬ;4;2600
1088;Ленинский;сталинка;3;ЛОЖЬ;85;54;9;ЛОЖЬ;4;2250
1089;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ЛОЖЬ;3;1850
1093;Ленинский;сталинка;3;ИСТИНА;68;47;8;ИСТИНА;4;1950
1095;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;3;1700
1102;Ленинский;сталинка;3;ЛОЖЬ;79;49;10;ЛОЖЬ;3;2050
1103;Ленинский;сталинка;3;ЛОЖЬ;76;53;9;ЛОЖЬ;3;2500
1105;Правобережный;брежневка;3;ЛОЖЬ;61;45;7;ЛОЖЬ;3;1700
1106;Орджоникидзевский;брежневка;3;ИСТИНА;51;36;6;ИСТИНА;3;1250
1109;Правобережный;брежневка;3;ЛОЖЬ;62;45;6;ИСТИНА;3;1700
1113;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;5;2050
1117;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;67;43;9;ИСТИНА;4;2000
1118;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;67;43;9;ЛОЖЬ;3;1750
1122;Правобережный;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;4;1900
1126;Правобережный;Улучшенная;3;ЛОЖЬ;68;40;9;ЛОЖЬ;3;1880
1128;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;4;2300
1130;Правобережный;брежневка;3;ЛОЖЬ;62;45;7;ИСТИНА;3;1590
1135;Орджоникидзевский;свердловский вариант;3;ЛОЖЬ;65;42;9;ЛОЖЬ;3;1750
1139;Ленинский;сталинка;3;ЛОЖЬ;77;50;9;ЛОЖЬ;4;2250
1144;Ленинский;хрущевка;3;ЛОЖЬ;55;42;6;ЛОЖЬ;3;1530
1149;Орджоникидзевский;свердловский вариант;3;ИСТИНА;65;40;9;ИСТИНА;5;1850
1154;Ленинский;сталинка;3;ЛОЖЬ;76;52;9;ЛОЖЬ;4;2750
1156;Ленинский;сталинка;3;ЛОЖЬ;75;40;25;ИСТИНА;3;2600
1157;Орджоникидзевский;брежневка;3;ИСТИНА;52;32;6;ЛОЖЬ;3;1500
1158;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;3;1700
1160;Правобережный;Улучшенная;3;ЛОЖЬ;68;47;10;ЛОЖЬ;4;2100
1164;Ленинский;Улучшенная;3;ИСТИНА;68;43;9;ЛОЖЬ;3;1800
1165;Ленинский;сталинка;3;ЛОЖЬ;75;50;9;ЛОЖЬ;3;2050
1167;Ленинский;сталинка;3;ЛОЖЬ;86;60;10;ЛОЖЬ;5;2800
1171;Ленинский;сталинка;3;ИСТИНА;76;54;9;ЛОЖЬ;3;2600
1173;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;66;44;8;ЛОЖЬ;4;1800
1178;Ленинский;Улучшенная;3;ЛОЖЬ;60;38;8;ЛОЖЬ;4;1600
1179;Правобережный;брежневка;3;ЛОЖЬ;54;36;6;ЛОЖЬ;3;1600
1181;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;8;ЛОЖЬ;3;1980
1184;Правобережный;Нестандартная;3;ЛОЖЬ;90;48;12;ИСТИНА;4;2600
1185;Ленинский;сталинка;3;ЛОЖЬ;78;52;7;ЛОЖЬ;3;1850
1188;Ленинский;сталинка;3;ЛОЖЬ;76;54;9;ЛОЖЬ;3;2600
1193;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;42;9;ЛОЖЬ;3;1780
1209;Ленинский;сталинка;3;ЛОЖЬ;76;54;12;ИСТИНА;4;2400
1213;Правобережный;хрущевка;3;ИСТИНА;56;40;7;ЛОЖЬ;3;1520
1214;Ленинский;сталинка;3;ИСТИНА;71;48;10;ИСТИНА;5;1560
1217;Ленинский;брежневка;3;ЛОЖЬ;65;46;6;ЛОЖЬ;4;1700
1222;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1850
1233;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1950
1236;Орджоникидзевский;брежневка;3;ЛОЖЬ;60;45;6;ИСТИНА;4;1680
1237;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;87;52;12;ЛОЖЬ;4;3220
1238;Ленинский;сталинка;3;ИСТИНА;44;31;5;ЛОЖЬ;4;1020
1244;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;4;2300
1251;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;41;10;ЛОЖЬ;3;1920
1260;Ленинский;сталинка;3;ИСТИНА;71;48;10;ИСТИНА;5;1560
1267;Орджоникидзевский;брежневка;3;ЛОЖЬ;59;39;6;ИСТИНА;4;1720
1270;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1950
1271;Правобережный;хрущевка;3;ИСТИНА;57;39;6;ИСТИНА;4;1450
1275;Ленинский;сталинка;3;ЛОЖЬ;77;50;8;ЛОЖЬ;4;2250
1278;Правобережный;брежневка;3;ЛОЖЬ;47;35;6;ИСТИНА;3;1340
1280;Правобережный;Нестандартная;3;ЛОЖЬ;71;44;8;ИСТИНА;3;1950
1286;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;44;9;ЛОЖЬ;3;1690
1296;Правобережный;брежневка;3;ЛОЖЬ;55;40;7;ИСТИНА;4;1630
1298;Орджоникидзевский;брежневка;3;ИСТИНА;50;34;6;ЛОЖЬ;4;1680
1304;Правобережный;хрущевка;3;ЛОЖЬ;58;43;6;ЛОЖЬ;3;1500
1309;Ленинский;сталинка;3;ИСТИНА;71;56;8;ЛОЖЬ;3;1950
1311;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;42;8;ЛОЖЬ;3;1800
1314;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ИСТИНА;3;1730
1318;Правобережный;Улучшенная;3;ЛОЖЬ;68;47;10;ЛОЖЬ;4;2100
1320;Правобережный;брежневка;3;ЛОЖЬ;65;45;6;ИСТИНА;5;2000
1322;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;2;1630
1324;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1850
1329;Орджоникидзевский;брежневка;3;ЛОЖЬ;50;37;6;ЛОЖЬ;4;1630
1331;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;45;9;ЛОЖЬ;4;1800
1332;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;5;1800
1333;Ленинский;сталинка;3;ИСТИНА;85;53;14;ЛОЖЬ;3;1850
1336;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;43;9;ЛОЖЬ;4;2200
1343;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1790
1347;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ИСТИНА;4;1900
1348;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;43;9;ЛОЖЬ;3;1800
1350;Ленинский;сталинка;3;ЛОЖЬ;71;46;9;ЛОЖЬ;5;2100
1351;Ленинский;сталинка;3;ИСТИНА;73;44;8;ИСТИНА;4;2000
1353;Ленинский;сталинка;3;ЛОЖЬ;70;50;10;ИСТИНА;3;1850
1359;Ленинский;сталинка;3;ЛОЖЬ;80;52;12;ИСТИНА;4;2350
1362;Орджоникидзевский;Нестандартная;3;ЛОЖЬ;87;52;12;ЛОЖЬ;3;3220
1365;Ленинский;сталинка;3;ЛОЖЬ;47;36;7;ЛОЖЬ;4;1100
1366;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;4;2050
1370;Ленинский;хрущевка;3;ЛОЖЬ;55;42;6;ЛОЖЬ;3;1530
1378;Ленинский;Нестандартная;3;ЛОЖЬ;87;57;10;ЛОЖЬ;3;2300
1379;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;45;9;ЛОЖЬ;4;1900
1382;Орджоникидзевский;брежневка;3;ИСТИНА;58;41;8;ЛОЖЬ;3;1750
1383;Орджоникидзевский;сталинка;3;ИСТИНА;71;48;10;ИСТИНА;5;1560
1387;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1950
1397;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;42;8;ЛОЖЬ;3;1700
1402;Правобережный;брежневка;3;ЛОЖЬ;51;33;6;ИСТИНА;3;1450
1403;Правобережный;брежневка;3;ИСТИНА;47;33;6;ИСТИНА;3;1320
1410;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;8;ЛОЖЬ;3;1980
1418;Орджоникидзевский;Улучшенная;3;ИСТИНА;65;45;9;ИСТИНА;4;2200
1420;Правобережный;брежневка;3;ЛОЖЬ;61;45;6;ЛОЖЬ;3;1650
1428;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;43;9;ЛОЖЬ;3;1790
1429;Орджоникидзевский;свердловский вариант;3;ИСТИНА;68;42;8;ИСТИНА;3;1750
1431;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;68;49;9;ЛОЖЬ;3;1950
1435;Орджоникидзевский;Нестандартная;3;ИСТИНА;65;43;9;ЛОЖЬ;5;1950
1437;Правобережный;брежневка;3;ЛОЖЬ;59;43;6;ЛОЖЬ;4;1680
1443;Ленинский;сталинка;3;ИСТИНА;60;40;9;ЛОЖЬ;3;1600
1447;Ленинский;сталинка;3;ЛОЖЬ;77;50;6;ЛОЖЬ;4;2250
1453;Ленинский;сталинка;3;ИСТИНА;77;45;10;ИСТИНА;4;2000
1455;Орджоникидзевский;свердловский вариант;3;ИСТИНА;63;39;9;ЛОЖЬ;4;1850
1456;Ленинский;Нестандартная;3;ЛОЖЬ;75;46;9;ЛОЖЬ;4;1800
1458;Ленинский;сталинка;3;ИСТИНА;65;35;10;ИСТИНА;3;1460
1461;Ленинский;сталинка;3;ИСТИНА;78;48;9;ИСТИНА;3;2300
1464;Орджоникидзевский;Улучшенная;3;ЛОЖЬ;65;45;9;ЛОЖЬ;2;1850
